Description:,,,,,,,,,,,,,,,,,,,,,,
219,175.0416554,-206.4791803,50.63927592,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
220,174.1246748,-205.4631802,50.17440964,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
221,165.9312114,-207.4941036,49.88782809,ROCKS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21
222,166.3877697,-206.2397201,49.57964514,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,176.712596,-207.8633329,55.02014189,ROCKS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,91
226,178.0009265,-211.2195486,56.18822613,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
227,177.1170524,-211.1573655,56.16288611,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249
228,176.712596,-213.4487916,56.10584507,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
229,165.0057069,-207.1389054,49.96831461,ROCKS,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,32
230,165.090528,-206.657861,49.42581889,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,24
231,165.1245876,-204.8705251,48.60346371,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
232,164.63515,-205.2325558,48.75479949,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0
233,165.03846,-207.5653075,50.13322607,ROCKS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26
234,165.7673465,-207.2098058,49.56538539,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
235,165.9144343,-206.5924394,48.912449,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,8
236,166.438437,-205.5283283,48.92770541,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1
237,165.4120816,-207.38308,49.89322607,ROCKS,1,1,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0
238,162.8395984,-206.8362818,49.6631349,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
239,161.9073451,-206.7018283,49.51796888,ROCKS,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0
241,164.7203747,-207.8277582,50.28480682,ROCKS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
242,164.3311915,-208.2102074,50.15883423,ROCKS,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,18
243,163.5082525,-208.3174874,49.90994002,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
244,163.0246273,-209.0597908,49.7231695,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,164.0656896,-209.11265,50.61773438,ROCKS,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,34
246,163.8585612,-209.7901364,50.22503859,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
248,162.5809791,-212.4473645,49.2165157,ROCKS,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,7
249,165.5918251,-207.8853206,50.66520774,ROCKS,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,53
250,165.0119811,-208.3066019,49.99684935,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,6
251,165.4841508,-209.2534533,51.19200863,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
252,165.4789507,-210.0390939,51.04549725,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
253,180.5981313,-213.9097591,57.93456358,ROCKS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,106
254,178.182336,-217.0018361,56.58345574,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
255,176.2271775,-217.9150003,56.4564208,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
256,175.8666896,-218.9836091,56.20482202,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,74
257,178.0748972,-213.3272246,57.88936185,TREES,1,0,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,107
258,177.0892491,-214.0433399,57.82551198,TREES,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,9
259,178.8230507,-210.6294703,57.93822858,TREES,0,0,,0,0,,0,0,1,0,0,0,1,1,0,0,,0
261,173.8456788,-219.3777873,58.54214246,TREES,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,7
262,174.4485508,-220.6706504,58.64189422,TREES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
263,174.5562833,-221.0518666,59.59214246,TREES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
264,175.6092515,-220.7556413,58.22761126,TREES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40
265,173.7826478,-218.4764024,58.28304335,TREES,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,69
267,172.788901,-221.9420094,59.38528468,TREES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
268,171.8531429,-220.5455432,58.03552104,TREES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
269,190.1152119,-243.5347622,63.29391563,ROCKS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23
270,187.300985,-243.3379723,62.4314191,ROCKS,0,0,0,0,0,,0,0,0,0,0,,,,,,,25
271,187.5415077,-244.6806492,63.84153745,ROCKS,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,117
272,187.9936291,-245.8910187,63.91022869,ROCKS,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
273,191.1112361,-244.0868674,63.4539647,ROCKS,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,56
274,190.2044478,-245.2902162,63.18828299,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,189.4934435,-246.6758769,63.99227405,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
276,188.887627,-247.7875744,63.60473052,ROCKS,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,123
277,191.4672456,-245.6927222,63.95684403,ROCKS,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,44
278,190.7780358,-246.0747574,64.57250551,ROCKS,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,99
279,190.2936412,-247.8099606,64.16863249,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
280,190.1996122,-248.5398734,64.33951377,ROCKS,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,81
281,196.4178993,-250.3092815,64.78799295,ROCKS,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,0,63
282,192.6093021,-252.0049782,64.2020742,ROCKS,0,0,0,0,0,,0,0,0,0,0,,,,,,,2
284,195.1942558,-254.5766334,64.86548164,ROCKS,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
285,187.9211916,-251.7487718,66.80306753,TREES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,134
286,187.0803279,-250.4539552,67.49045246,TREES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
287,185.65708,-251.1421049,68.10235731,TREES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
288,184.2369794,-251.5556904,68.93306753,TREES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,198.163084,-256.855191,66.20329747,ROCKS,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,41
290,194.790052,-259.6855009,65.81806909,ROCKS,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
291,193.8477638,-260.9502769,66.09945566,ROCKS,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,292
292,193.3451638,-260.3556149,66.93451353,ROCKS,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,265
293,223.7213774,-277.57875,73.58130862,TREES,1,0,1,1,0,0,0,0,0,0,0,0,0,,0,0,,35
294,224.098697,-275.944399,72.49203055,TREES,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,124
295,222.2851765,-275.3671946,72.87473263,TREES,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,52
296,221.5794436,-276.2917464,73.18552942,TREES,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,68
297,235.3385043,-283.755686,76.86176952,ROCKS,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,66
298,234.9334575,-283.4926455,76.73236,ROCKS,0,0,1,0,0,,0,0,0,0,0,0,1,,1,1,0,150
299,232.7538101,-284.1189411,77.51253942,ROCKS,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,98
300,231.3622918,-283.8598068,76.72286953,ROCKS,0,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,157
301,233.1119099,-284.9147777,78.43033055,ROCKS,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,130
302,232.7944505,-286.1880379,77.79030867,ROCKS,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,9
303,232.1551385,-287.4072524,78.19675316,ROCKS,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,24
304,232.6513317,-287.8227537,77.80451636,ROCKS,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,16
305,249.670506,-300.9052281,82.90480149,ROCKS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,179
306,247.5391906,-306.4574945,83.42512127,ROCKS,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,185
308,245.409515,-307.8585335,83.18958138,ROCKS,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,43
309,250.4613104,-304.6256704,83.85313532,ROCKS,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,195
310,249.0148426,-307.1310263,83.65084154,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
311,250.8808591,-308.9828499,83.70027552,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
312,250.4613104,-309.0376092,84.63107915,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
313,256.4323414,-314.3695074,87.34697719,TREES,1,1,0,,1,1,1,0,1,1,1,1,1,1,,,0,20
314,256.5303355,-315.2295911,87.97590741,TREES,0,0,0,,0,1,0,1,0,1,0,0,1,0,0,1,0,37
315,253.5511612,-314.3695074,88.56996562,TREES,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,94
316,255.0256741,-315.5086041,88.30939389,TREES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
317,275.3525644,-338.5862886,96.15910346,ROCKS,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,18
318,274.9883171,-337.5576857,95.52910346,ROCKS,0,0,0,,0,,0,0,0,1,1,1,1,0,1,1,1,2
319,275.1948056,-336.0069538,95.21854806,ROCKS,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,5
320,275.8816753,-334.2770268,94.83173592,ROCKS,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,22
321,275.4880412,-340.1347949,98.07865398,TREES,1,0,0,,1,,1,0,0,0,1,0,1,1,1,,1,82
322,281.2193916,-345.8661453,98.93056096,TREES,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,22
323,278.2902944,-339.2780601,97.34804986,TREES,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,2
324,282.7940715,-347.5694653,98.44265573,TREES,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,60
325,275.6058712,-340.7310594,97.22046313,ROCKS,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,1,24
326,276.8985835,-341.5232345,96.89820001,ROCKS,0,0,0,,0,0,,0,0,0,0,0,0,0,0,,0,2
327,277.627731,-341.8061013,96.64952746,ROCKS,0,0,0,,0,0,,0,0,0,0,0,0,0,0,,0,4
328,278.4296457,-341.9007051,96.45840916,ROCKS,0,0,0,,0,0,,0,0,0,0,0,0,0,0,,0,10
333,183.2100254,-222.5755429,58.28304335,ROCKS,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,6
334,182.7047893,-223.9636677,58.02257108,ROCKS,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0
336,181.9987732,-225.1730815,58.43324754,ROCKS,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,10
337,189.8364121,-238.9764256,61.72142145,ROCKS,1,1,0,1,1,,1,1,1,1,1,1,1,1,1,1,1,119
338,190.5309522,-241.2481637,62.18317922,ROCKS,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,72
339,191.0199505,-241.9057858,62.39297621,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,190.7512414,-243.1029536,62.16566742,ROCKS,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,8
357,206.6467239,-256.1129686,67.24893644,ROCKS,1,1,1,,,,1,1,1,1,1,1,1,1,0,1,1,144
358,205.1214847,-254.4773499,66.10942029,ROCKS,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
359,204.962468,-253.707602,66.00250414,ROCKS,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
360,204.3159983,-252.9631738,65.97578642,ROCKS,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,8
361,221.6110403,-243.349959,61.38484538,TREES,1,1,,1,,,1,1,1,1,1,1,1,1,1,1,1,7
362,221.5406373,-242.3431494,62.32600311,TREES,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,15
363,221.9785525,-240.8908775,62.14501181,TREES,0,0,0,0,0,0,0,0,,0,1,0,,0,0,,,15
364,219.1997584,-239.9062916,61.75264261,TREES,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,2
365,219.6525062,-241.7323818,61.35986234,TREES,1,1,1,1,1,1,1,1,1,1,1,0,,,,,,5
366,222.7067576,-237.4504793,63.75678928,TREES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
367,223.2955054,-236.0140185,63.43277772,TREES,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,59
368,219.228638,-240.150484,61.56094676,TREES,0,0,0,0,0,0,0,,0,0,0,0,0,,0,,0,78
369,220.605362,-241.0400915,60.67986234,TREES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,8
371,222.3413472,-238.971225,63.576023,TREES,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,84
372,223.4649948,-236.8385632,63.72788649,TREES,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,64
373,220.6524977,-240.8578316,62.83164289,TREES,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,14
375,223.1770461,-240.879863,63.60350419,TREES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
376,221.4602031,-239.5652327,61.95164289,TREES,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,3
377,219.937215,-240.4531441,61.76061588,TREES,1,1,1,1,,1,1,1,0,1,1,1,1,1,1,1,1,140
378,222.6058548,-243.2166015,64.16115014,TREES,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112
379,224.9568862,-242.9014013,64.18899771,TREES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
380,226.2482993,-242.2628184,63.64321902,TREES,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,6
381,221.5221598,-242.9934791,60.96220801,TREES,1,1,1,1,1,0,1,1,1,1,1,1,1,,1,1,1,10
382,219.161926,-239.4942886,62.01456826,TREES,0,0,,,,,0,0,,,0,1,0,0,0,0,0,23
383,225.8574212,-240.5836577,64.36099989,TREES,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,44
384,225.3821378,-244.7879823,64.65797305,TREES,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,9
385,230.3857363,-252.4364228,65.6113434,ROCKS,1,0,1,1,,,,,1,1,1,1,1,1,1,1,1,121
386,227.8587072,-252.8820062,63.3807427,ROCKS,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,104
387,226.5034246,-251.6817778,62.68481529,ROCKS,0,0,0,0,0,,,,0,0,0,,,,,0,,0
389,244.7032813,-304.0586527,75.2089223,TREES,1,1,,1,,,1,1,1,,1,1,1,1,1,1,1,129
390,244.5273196,-303.5880217,75.43262746,TREES,0,0,1,,,,0,0,0,,0,0,0,0,0,0,0,50
391,245.4822046,-303.5132447,75.44600576,TREES,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,35
392,246.9438743,-304.0586527,76.06900538,TREES,0,0,,0,,,0,0,0,,0,0,0,0,0,0,0,13
393,246.9268759,-310.6755082,76.31671468,ROCKS,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,1,162
394,248.6949957,-311.6156341,76.70596503,ROCKS,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,62
396,249.4637272,-312.2916607,77.06667256,ROCKS,0,0,0,0,0,,0,0,0,,0,0,1,0,0,0,0,27
401,247.7109375,-311.6437436,77.22190397,TREES,1,1,1,1,,,1,1,1,,1,1,1,1,1,1,1,6
402,248.0897676,-309.8614882,77.64256244,TREES,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,32
403,249.0091502,-310.7844754,78.08486509,TREES,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,36
405,246.7666848,-308.3846681,77.86567902,TREES,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,1,114
406,250.199206,-311.164269,80.3139676,TREES,0,0,0,0,,,0,,0,,0,0,0,0,,0,0,58
407,252.2199127,-310.3157574,81.20567902,TREES,0,0,0,0,,,0,,0,,0,0,0,,0,0,0,74
408,254.3643501,-309.8615046,81.47483898,TREES,0,0,0,0,,,0,,0,,0,0,0,,0,0,0,42
409,248.1536172,-312.7969637,76.38870654,ROCKS,1,1,1,1,0,,1,1,1,,1,1,1,1,1,1,1,99
410,247.2514814,-312.5636556,75.97383517,ROCKS,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,13
411,245.9145506,-313.0322991,76.19173456,ROCKS,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,17
412,245.9657887,-312.3119338,75.78824636,ROCKS,0,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,124
413,250.3278121,-313.044682,78.03767971,ROCKS,1,1,1,1,,,1,1,1,,1,1,1,1,1,1,1,225
414,252.1555956,-311.7167195,78.90493014,ROCKS,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,3
415,253.1295737,-312.3978443,79.08426134,ROCKS,0,0,0,0,,,0,0,0,,0,0,0,,0,0,0,16
416,254.117067,-312.3765341,79.67093582,ROCKS,0,0,0,0,,,0,0,0,,0,0,0,,0,0,0,26
417,249.9714325,-314.7963433,78.13136107,ROCKS,1,1,1,1,,,1,1,1,,1,1,1,1,1,1,1,95
418,250.7188839,-315.5839927,78.03636131,ROCKS,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,12
419,251.0341329,-316.2325004,78.35072589,ROCKS,0,0,0,0,,,0,,0,,0,0,0,,0,0,0,15
420,251.5335678,-316.7254197,78.93789542,ROCKS,0,0,0,0,,,0,0,0,,0,0,0,,0,0,0,10
421,249.0222066,-316.1028407,77.66829031,ROCKS,1,1,1,,,,1,1,1,,1,1,1,1,1,1,1,121
422,250.0043389,-317.1377922,78.27392356,ROCKS,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,21
423,249.7263084,-318.4798486,78.06094082,ROCKS,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,16
424,249.8578195,-319.454301,78.09239562,ROCKS,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0
425,263.4194928,-334.1523993,83.18184065,ROCKS,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,43
426,263.2116635,-333.5488191,82.75126212,ROCKS,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,3
427,262.7823819,-332.978987,82.24691106,ROCKS,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,6
428,262.2376758,-332.4002835,82.53569918,ROCKS,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
429,263.7796138,-334.6667054,83.35007303,ROCKS,1,1,1,,0,,1,1,1,1,1,1,1,1,1,1,1,31
430,262.946443,-334.6521623,82.06690706,ROCKS,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,2
431,261.3902893,-332.7318685,82.04503106,ROCKS,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,43
432,258.4286763,-328.6185707,81.92615797,ROCKS,0,0,,,,,0,0,0,0,0,0,0,,0,0,0,330
433,263.7079046,-335.411434,83.40239039,ROCKS,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,39
434,263.4150273,-334.9427322,82.40532392,ROCKS,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,22
435,262.1398537,-334.696832,82.1504078,ROCKS,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,15
436,261.8999065,-335.1573364,82.30535929,ROCKS,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
437,264.4194329,-333.9196838,85.2379581,TREES,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,112
438,263.5427672,-333.6348378,85.46778391,TREES,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,65
439,262.2711517,-332.8250799,84.40775931,TREES,0,0,0,,,,0,0,0,0,0,0,0,0,0,,0,18
441,264.3791811,-334.5777951,84.0484753,ROCKS,1,1,1,,1,,1,1,1,1,1,1,1,,1,1,1,23
442,264.1636651,-333.6442923,83.89673387,ROCKS,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,30
443,264.1146987,-331.8310398,83.8070539,ROCKS,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,58
444,264.5854334,-329.8538419,83.71782962,ROCKS,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,61
445,264.9101573,-335.5977908,85.88873967,TREES,1,1,1,,,,1,1,1,1,1,1,1,1,0,1,1,42
446,266.6515805,-336.4284071,86.09152489,TREES,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,79
447,270.0467675,-339.0624782,86.539952,TREES,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,54
448,271.4296485,-337.9706916,86.74060638,TREES,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,18
449,263.7225299,-335.4308807,85.10990585,ROCKS,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,96
450,262.3838895,-336.701203,84.08695755,ROCKS,0,0,0,,0,,0,0,0,0,0,0,0,,0,0,0,34
451,262.6943961,-337.4487068,84.28563731,ROCKS,0,0,0,,0,,0,0,0,0,0,0,0,,0,0,0,0
452,266.6752358,-335.0421496,85.00590535,ROCKS,0,0,0,,,,0,0,0,,0,0,,,0,,0,12
453,264.9741319,-336.0466112,85.13547595,ROCKS,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,212
