Description:,,,,,,,,,,,,,,,,,,,,,,
454,265.3316999,-337.5359892,84.57798311,ROCKS,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,25
455,263.4598871,-339.151273,84.274234,ROCKS,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1
456,263.7427548,-340.985395,84.42012621,ROCKS,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
457,266.380183,-337.1650347,85.61687937,ROCKS,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,177
458,266.8920457,-336.3458831,85.35806033,ROCKS,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,50
459,268.2420675,-336.1750531,85.54324143,ROCKS,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,79
460,269.3709779,-336.4470084,85.45568463,ROCKS,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,12
461,275.0291752,-327.2155073,88.17944418,ROCKS,1,0,1,,,,1,1,1,1,1,1,1,1,1,1,1,155
462,276.6540384,-328.8689802,88.80060989,ROCKS,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,60
463,277.1866817,-329.2274147,89.19521682,ROCKS,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,20
464,277.6936719,-329.880004,89.55094495,ROCKS,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,58
465,276.7896419,-330.5264637,90.34444418,ROCKS,1,0,1,,,,1,1,1,1,1,1,1,1,1,1,0,252
466,276.4182248,-330.0678017,89.1861357,ROCKS,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,49
467,275.9033826,-329.2125302,88.96672022,ROCKS,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,59
468,276.0197473,-328.9822939,88.49411931,ROCKS,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,50
469,270.3241763,-330.6393188,89.43564383,ROCKS,1,1,1,,,,1,1,1,1,1,1,1,,1,1,1,134
470,269.2676341,-332.0935242,90.01968595,ROCKS,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0
471,269.3813086,-334.1581489,91.62455565,ROCKS,0,0,,,,,0,0,0,0,0,0,0,,0,0,0,111
472,270.4055764,-333.747866,91.02007067,ROCKS,0,0,0,,0,,0,0,0,0,0,0,0,,0,0,0,0
473,271.0158493,-331.5088709,90.30372651,ROCKS,1,1,1,,,,1,1,1,1,1,1,1,,1,1,1,22
474,271.3574572,-333.1879277,90.15381863,ROCKS,0,0,0,,0,,0,0,0,0,0,0,0,,,0,0,0
475,271.431019,-333.8634155,90.51290029,ROCKS,0,0,0,,0,,0,0,0,0,0,0,0,,0,0,0,0
476,271.1330126,-334.8639908,90.95629327,ROCKS,0,0,0,,0,,0,0,0,0,0,0,0,,0,0,0,0
477,276.1362272,-335.8053781,91.84689074,ROCKS,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,164
478,278.6247103,-335.8053781,91.759991,ROCKS,0,0,0,,0,,0,0,0,0,0,0,0,,0,0,0,54
479,279.9491021,-336.0385835,91.84689074,ROCKS,0,0,0,,0,,0,0,0,0,0,0,0,,0,0,0,21
480,280.6010605,-336.000317,92.15939974,ROCKS,0,0,0,,0,,0,0,0,0,0,0,0,,0,0,0,10
481,285.7942722,-343.0832371,99.4430391,TREES,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,68
482,288.102082,-343.6372932,99.86153121,TREES,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,32
483,288.8987556,-344.768834,100.8702902,TREES,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,40
484,289.3018006,-344.290976,101.0176856,TREES,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,6
485,285.1180198,-344.523429,104.8681751,ROCKS,1,0,,,0,,0,1,0,0,0,0,0,1,0,0,1,671
486,288.9607249,-343.7764828,105.073332,ROCKS,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,42
487,289.5946088,-344.6797549,104.9463618,ROCKS,0,0,,,0,,0,0,0,0,0,0,0,,0,,0,46
488,291.4521594,-345.1891739,104.9793469,ROCKS,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,37
489,295.1409327,-345.1364566,105.7467049,ROCKS,1,0,0,,,,1,0,0,0,0,0,0,1,0,1,1,91
490,295.3493564,-345.9723986,105.6256243,ROCKS,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,56
491,295.8872994,-346.4829378,105.3912823,ROCKS,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,23
492,296.0728771,-346.8891891,105.5029663,ROCKS,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,31
493,295.9638195,-345.4773075,106.9286855,TREES,1,0,0,,,,0,0,0,0,1,0,0,1,0,1,1,128
494,295.7850385,-342.9206204,108.4686493,TREES,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,55
495,297.5607228,-344.2296698,108.0986855,TREES,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,69
496,298.6462008,-346.8146934,107.9607365,TREES,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,66
501,24.4689199,-6.10078693,4.901883091,ROCKS,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,201
502,23.92218829,-4.255051937,3.553978466,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
503,22.92214206,-1.851049739,2.793017965,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
504,22.8809254,-0.906690951,2.925006663,ROCKS,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,17
505,24.08148928,-8.111868492,5.832979988,ROCKS,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,68
506,23.45670096,-8.793705297,5.084088723,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
507,23.19440055,-9.289074992,5.114051307,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
508,22.53432308,-9.771001119,5.182475828,ROCKS,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,3
509,23.60596067,-7.910018573,5.592087579,ROCKS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,189
510,22.46567691,-6.769734811,3.801108549,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
511,21.33678687,-6.899717304,4.215228257,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
512,20.46846294,-6.890583763,4.053757106,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
513,24.2322797,-8.674625982,6.045032477,ROCKS,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,129
514,24.28326827,-9.842456385,5.256570483,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
515,23.15197734,-11.34846813,5.052049606,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,23.34897456,-12.21736937,5.066696486,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,26.12947539,-11.23853881,6.100705653,ROCKS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,72
518,25.28319051,-11.11206069,5.302767572,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
519,24.50518952,-11.554268,4.942081252,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,24.12833278,-12.56306621,4.930254691,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,28.92444553,-15.81424272,6.217331352,ROCKS,1,1,1,1,0,0,0,0,0,1,1,,1,1,1,1,1,49
522,28.65787094,-18.35053056,6.440450053,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
523,28.64860189,-19.31916847,6.837255346,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
524,29.55337461,-20.28930563,7.177883363,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,18
525,27.03104486,-14.25195912,6.382139737,TREES,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,24
526,28.20143522,-12.72667672,7.492139737,TREES,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,15
527,28.80605845,-12.56753412,7.523209043,TREES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
529,27.14098371,-14.09495018,6.526575342,TREES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34
531,25.03374462,-11.02889829,5.80340925,TREES,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
532,24.26114025,-9.825406686,6.526575342,TREES,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,53
533,26.98898527,-16.66155163,6.000439642,ROCKS,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,0,0,19
534,27.46666544,-15.93985561,5.719234177,ROCKS,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,68
535,28.04329015,-15.1834707,5.87348286,ROCKS,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,,37
536,28.6406404,-15.41694021,6.365100815,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
537,30.91774482,-22.33403092,7.666475837,ROCKS,1,1,1,1,1,,1,1,,1,1,1,1,1,1,1,1,73
538,30.72181001,-21.5179037,6.986809814,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
539,30.12477852,-21.35479909,6.909369866,ROCKS,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0
540,29.74995023,-21.14567452,6.959252494,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,14
541,31.56411989,-23.32936124,7.186979397,ROCKS,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,5
542,31.08601099,-23.20125235,6.69200465,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
543,31.44161127,-23.50432168,5.975665861,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
545,31.66536009,-23.39764862,7.815220794,ROCKS,1,1,1,0,0,,0,0,,0,0,1,0,0,1,0,0,9
546,31.16400914,-23.99513543,7.308706492,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
547,30.89831598,-24.37942032,6.910031506,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
549,31.05526079,-25.12051591,6.843414659,ROCKS,1,1,1,1,0,1,1,1,,0,0,1,1,0,0,0,,16
550,30.90149125,-25.133969,6.30510811,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
551,30.66982179,-25.54858928,6.050578005,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,30.22529261,-26.16392891,6.1345126,ROCKS,0,0,0,0,0,0,0,0,0,0,0,,,,,,,5
553,31.22560117,-25.27389108,8.143360893,ROCKS,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,206
554,31.96743548,-23.48294464,9.657888123,ROCKS,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
555,32.3322246,-23.00497681,9.782724389,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
556,33.06913451,-22.64105262,10.1517549,ROCKS,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
557,31.02843322,-26.12791931,7.529634106,ROCKS,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,47
558,30.64771032,-26.84395495,6.961793434,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,137
559,31.21067555,-27.51218724,6.315924903,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
560,31.74140417,-28.45994222,6.784086259,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,85
561,33.69762845,-37.59910309,9.062835549,ROCKS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,24
562,33.62441373,-38.43595111,9.547835549,ROCKS,0,0,0,0,,,1,1,1,1,1,1,1,1,1,1,0,93
563,35.02923299,-37.7156034,10.14526662,ROCKS,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,35.4964016,-37.48908542,10.32470371,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1
569,44.2019518,-42.3369254,12.21178545,ROCKS,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,26
570,44.40175332,-41.81642464,12.05191578,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
571,44.65599297,-40.51586576,10.63695581,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
572,45.48019847,-38.72726816,10.58634396,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
573,44.31947171,-43.68018408,12.62402955,ROCKS,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,24
574,45.32676594,-43.61857532,11.42133978,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
575,46.05223684,-42.30188046,11.1861825,ROCKS,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,50
576,46.93933823,-43.24176878,11.91227718,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245
577,48.98975475,-40.98379491,11.76989738,ROCKS,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,129
578,48.34159392,-40.22489609,11.12177692,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
579,47.17730625,-40.09980471,10.9958226,ROCKS,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,28
580,45.88837582,-39.60297205,10.73197782,ROCKS,0,0,,0,0,0,0,0,0,0,0,,0,,1,0,0,46
585,62.20136962,-65.04188029,17.85993047,ROCKS,1,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,0,207
587,62.13812516,-67.45708874,17.25754495,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
588,62.85893837,-68.27393394,17.21881225,ROCKS,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
589,63.38056019,-66.5511754,17.9938629,ROCKS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,80
590,65.12983264,-65.65987657,17.61224491,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
591,65.85078839,-65.77231544,17.76725797,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
592,66.88807721,-65.86938315,18.43259254,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331
593,64.56002565,-66.66658399,17.48896051,TREES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,44
594,66.77343118,-66.66658399,18.87204979,TREES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
595,67.32480131,-67.27952,19.12396051,TREES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
596,64.61925206,-68.36260647,19.18601678,TREES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
597,63.83300548,-66.0119721,18.43369589,TREES,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,34
598,67.09135015,-64.49258102,19.00311734,TREES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
599,68.21773691,-63.48044622,18.69903919,TREES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
600,69.64449342,-60.77928485,19.11786847,TREES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,51
605,67.14959129,-70.8107553,18.98297992,TREES,1,1,1,0,,0,0,1,1,0,1,0,1,1,0,0,0,22
606,67.93043549,-70.39557307,19.23656629,TREES,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,62
607,68.51711153,-68.62226542,19.29984021,TREES,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,42
609,68.10770463,-73.51734784,18.71624577,ROCKS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,63
610,67.52493763,-75.20982609,18.71624577,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105
611,67.22478677,-75.59737196,18.75568821,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
612,66.80861274,-75.86097166,18.66947332,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
613,67.53605365,-73.25078261,18.27459191,ROCKS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,86
614,68.24712405,-71.4908216,17.58371122,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
615,68.69317394,-70.76933012,17.64247945,ROCKS,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,14
616,69.20150274,-71.401114,18.66880677,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
617,75.77423148,-87.92939297,20.24721941,ROCKS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,89
618,76.18207505,-88.24803529,19.56039287,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
619,76.39352751,-89.32035462,19.53722073,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
620,76.3309698,-89.69514133,20.57367798,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
621,75.07825261,-85.74601142,20.2550389,ROCKS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,90
622,74.54429138,-86.38236164,20.03245452,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
623,74.0426912,-85.26312121,19.36232976,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154
624,72.60375744,-85.30969116,19.23985503,ROCKS,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,51
625,75.61064718,-86.05961579,21.6108812,TREES,1,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,104
626,74.59601344,-85.93503443,20.84055797,TREES,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,15
629,95.11052609,-99.72293371,25.74552763,ROCKS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,204
630,93.40606147,-98.79748493,24.84112455,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
631,92.78285645,-98.78249413,24.57487504,ROCKS,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,147
632,91.44962985,-98.16897545,24.21888016,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
633,92.65115783,-101.350754,24.75871015,ROCKS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,106
634,92.34695006,-100.7537127,23.83643077,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
635,92.26154389,-100.1516456,23.77365179,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
636,91.67847791,-99.26483522,24.01088902,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
637,100.889095,-111.5707558,26.43636225,ROCKS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,106
638,103.5273473,-111.2234233,25.36124133,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
639,104.9718202,-110.9969662,25.44655391,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
640,106.0239952,-110.7574675,25.70570347,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541
641,104.5698741,-121.9649553,28.28159448,ROCKS,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,184
642,103.6103455,-122.2220602,27.78631491,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
643,102.8183128,-120.7155787,26.98884892,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,102.2436891,-119.2889856,27.0607139,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,110.1196978,-124.6717852,29.37036856,ROCKS,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,438
646,108.4781713,-127.1518612,28.84595106,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359
647,106.3824908,-126.1063645,27.91336275,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118
648,106.9031979,-127.0955917,28.32878774,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162
649,115.3333589,-136.1572902,30.31358876,ROCKS,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,17
650,116.0719936,-135.4186555,31.01817182,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
651,116.2541414,-133.7585697,31.67975101,ROCKS,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,34
652,116.9991537,-132.1357058,32.62808357,ROCKS,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,106
657,118.0732162,-142.4263385,31.52425111,ROCKS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,126
658,117.3176488,-142.3867409,30.76764685,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
659,116.9773678,-143.6434014,30.10060301,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,22
660,115.885247,-142.8914057,29.64731129,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,11
661,120.2810402,-145.7619966,32.15781069,ROCKS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,72
662,119.7036874,-144.7619922,31.15404038,ROCKS,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,68
663,119.2511134,-144.3952377,30.56193453,ROCKS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21
664,118.3683679,-144.2943516,30.40621064,ROCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
665,120.6761155,-145.8827833,33.7552543,TREES,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,6
666,120.9372081,-145.832032,34.04048224,TREES,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69
667,121.350036,-144.783045,33.7777679,TREES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
668,123.3297973,-145.1717314,34.01978857,TREES,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,29
669,121.3626588,-148.6363581,32.72235347,ROCKS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,134
670,120.9243783,-147.8772339,31.74883374,ROCKS,0,0,0,0,0,,0,,,,0,0,,0,0,0,0,77
671,119.8218119,-146.8638165,31.47355911,ROCKS,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,101
672,118.8427463,-146.9366557,31.46332497,ROCKS,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,62
673,130.088611,-153.9950277,33.47627343,ROCKS,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,19
674,130.5164292,-154.2945892,33.97188872,ROCKS,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,195
